genome_id,genome_name,repository,species_id,sra_accession,quality_level,completeness,contamination,count_contigs,genome_length,avg_contig_length,contig_N50,average_depth,percent_contigs_5x_depth,count_trnas,rrna_5s_present,rrna_16s_present,rrna_23s_present,species_alt_id,species_name,representative_genome,gtdb_taxonomy,operational_taxonomy,count_hgm,count_ref,gut_species,new_species,cultured_species,high_quality
78343.3.patric,Bifidobacterium boum strain LMG 10736,PATRIC,OTU-01776,,high,100.0,0.0,18,2171356,120631.0,495453,,,20,Yes,Yes,Yes,268877,Bifidobacterium sp.,78343.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium boum,d__Bacteria;p__23;c__114;o__653;f__1260;g__5068;s__01776,0,4,Yes,No,Yes,Yes
1566270.3.patric,Variovorax sp. EL159,PATRIC,OTU-19559,,high,100.0,0.53,16,7004648,437790.0,1056409,,,20,Yes,Yes,Yes,271897,Variovorax sp.,1566270.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Variovorax;s__,d__Bacteria;p__08;c__064;o__329;f__0614;g__1850;s__19559,0,1,Yes,No,Yes,Yes
155615.5.patric,Fusobacterium nucleatum subsp. vincentii strain KCOM 2931,PATRIC,OTU-14313,,high,100.0,0.0,1,2087706,2087710.0,2087706,,,20,Yes,Yes,Yes,252084,Fusobacterium sp.,155615.5,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum_C,d__Bacteria;p__01;c__006;o__022;f__0037;g__0114;s__14313,0,19,Yes,No,Yes,Yes
796942.3.patric,Stomatobaculum longum strain ACC2,PATRIC,OTU-12550,,high,98.73,0.63,16,2308581,144286.0,366117,,,20,Yes,Yes,Yes,264807,Stomatobaculum longum,796942.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum,d__Bacteria;p__18;c__124;o__762;f__1517;g__6675;s__12550,0,1,Yes,No,Yes,Yes
28152.21.patric,Yersinia kristensenii strain CFSAN060538,PATRIC,OTU-20732,,high,100.0,0.12,61,4852957,79556.7,202441,,,19,Yes,Yes,Yes,248071,Yersinia kristensenii,28152.21,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia kristensenii,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20732,0,12,Yes,No,Yes,Yes
59620.22.patric,uncultured Clostridium sp. strain 2789STDY5834871,PATRIC,OTU-12518,,high,98.54,0.0,52,3041260,58485.8,122230,,,20,Yes,Yes,Yes,261033,Ruminococcus sp.,59620.22,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12518,3,2,Yes,No,Yes,Yes
1646532.3.patric,Acinetobacter sp. Ag2,PATRIC,OTU-21773,,high,99.93,1.84,59,4434290,75157.5,132758,,,20,Yes,Yes,Yes,247872,Acinetobacter bereziniae,1646532.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter bereziniae,d__Bacteria;p__08;c__064;o__361;f__0705;g__2423;s__21773,0,12,Yes,No,Yes,Yes
999425.3.patric,Streptococcus sp. F0442,PATRIC,OTU-10518,,high,100.0,0.85,13,2224000,171077.0,389381,,,20,Yes,Yes,Yes,272543,Streptococcus sp.,999425.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10518,0,1,Yes,No,Yes,Yes
796945.3.patric,Oribacterium sp. ACB8,PATRIC,OTU-12442,,high,99.36,0.0,15,2481911,165461.0,433772,,,16,No,Yes,Yes,268506,Oribacterium sp.,796945.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium parvum,d__Bacteria;p__18;c__124;o__762;f__1522;g__6679;s__12442,0,2,Yes,No,Yes,Yes
1302863.3.patric,Streptococcus oligofermentans AS 1.3089,PATRIC,OTU-10417,,high,99.13,0.0,1,2142100,2142100.0,2142100,,,20,Yes,Yes,Yes,272533,Streptococcus oligofermentans,1302863.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10417,0,1,Yes,No,Yes,Yes
1235835.3.patric,Anaerotruncus sp. G3(2012),PATRIC,OTU-13237,,high,98.66,0.0,139,3513927,25280.1,68045,,,19,Yes,Yes,Yes,273562,Anaerotruncus sp.,1235835.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__,d__Bacteria;p__18;c__124;o__751;f__1496;g__6343;s__13237,0,1,Yes,No,Yes,Yes
1272.5.patric,Kocuria varians strain 80,PATRIC,OTU-02365,,high,98.68,0.0,2,2822970,1411480.0,2389426,,,20,Yes,Yes,Yes,261699,Kocuria varians,1272.5,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria salsicia,d__Bacteria;p__23;c__114;o__654;f__1272;g__5320;s__02365,0,4,Yes,No,Yes,Yes
709991.3.patric,Odoribacter splanchnicus DSM 220712,PATRIC,OTU-05333,,high,99.46,0.0,1,4392288,4392290.0,4392288,,,20,Yes,Yes,Yes,243489,Odoribacter splanchnicus,709991.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus,d__Bacteria;p__21;c__101;o__591;f__1148;g__4484;s__05333,403,8,Yes,No,Yes,Yes
52773.3.patric,Actinomyces meyeri strain W712,PATRIC,OTU-01685,,high,99.76,0.47,1,2049088,2049090.0,2049088,,,20,Yes,Yes,Yes,265365,Actinomyces meyeri,52773.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__Actinomyces_B meyeri,d__Bacteria;p__23;c__114;o__654;f__1270;g__5245;s__01685,0,3,Yes,No,Yes,Yes
1262808.3.patric,Clostridium sp. CAG:448,PATRIC,OTU-12692,,high,92.93,0.02,194,2282282,11764.3,24571,,,17,No,No,Yes,214730,Oscillospirales sp.,1262808.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__,d__Bacteria;p__18;c__124;o__755;f__1504;g__6394;s__12692,2,1,Yes,No,No,Yes
1211035.3.patric,Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529,PATRIC,OTU-09707,,high,99.34,1.21,156,3999909,25640.4,86564,,,19,Yes,Yes,Yes,270494,Lysinibacillus massiliensis,1211035.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus_A;s__Lysinibacillus_A massiliensis,d__Bacteria;p__01;c__014;o__052;f__0104;g__0541;s__09707,0,2,Yes,No,Yes,Yes
1522309.3.patric,Flaviflexus sp. SIT4,PATRIC,OTU-01711,,high,99.51,0.0,7,2633477,376211.0,1760189,,,20,Yes,Yes,Yes,263914,Flaviflexus sp.,1522309.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__,d__Bacteria;p__23;c__114;o__654;f__1271;g__5255;s__01711,0,1,Yes,No,Yes,Yes
28037.231.patric,Streptococcus mitis strain CMW7705B,PATRIC,OTU-10398,,high,99.82,0.6,55,1902827,34596.9,106867,,,16,Yes,Yes,Yes,274029,Streptococcus mitis,28037.231,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10398,0,1,Yes,No,Yes,Yes
1121353.3.patric,Corynebacterium callunae DSM 20147,PATRIC,OTU-02505,,high,99.45,0.44,3,2928683,976228.0,2839551,,,20,Yes,Yes,Yes,273983,Corynebacterium sp.,1121353.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium callunae,d__Bacteria;p__23;c__114;o__656;f__1267;g__5137;s__02505,0,3,Yes,No,Yes,Yes
631.15.patric,Yersinia intermedia strain R148,PATRIC,OTU-20733,,high,99.76,0.15,36,4756083,132113.0,250269,,,20,Yes,Yes,Yes,260587,Yersinia frederiksenii,631.15,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia massiliensis,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20733,0,14,Yes,No,Yes,Yes
1105029.3.patric,Actinomyces sp. ICM39,PATRIC,OTU-01679,,high,99.53,0.47,146,2267656,15531.9,28994,,,20,No,Yes,Yes,263445,Actinomyces sp.,1105029.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__,d__Bacteria;p__23;c__114;o__654;f__1270;g__5245;s__01679,0,1,Yes,No,Yes,Yes
727.604.patric,Haemophilus influenzae strain 2842STDY5882035,PATRIC,OTU-20781,,high,99.65,0.0,12,1858605,154884.0,420643,,,20,Yes,Yes,Yes,261753,Haemophilus influenzae,727.604,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae,d__Bacteria;p__08;c__064;o__363;f__0707;g__2432;s__20781,2,146,Yes,No,Yes,Yes
1313.11911.patric,Streptococcus pneumoniae strain SMRU946,PATRIC,OTU-10506,,high,99.82,0.2,22,2119625,96346.6,146520,,,20,Yes,Yes,Yes,276774,Streptococcus pneumoniae,1313.11911,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10506,0,1,Yes,No,Yes,Yes
655811.4.patric,Anaerococcus vaginalis ATCC 51170,PATRIC,OTU-13736,,high,99.39,0.61,6,1891767,315294.0,1884085,,,19,Yes,Yes,Yes,258235,Anaerococcus obesiensis,655811.4,d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus vaginalis_A,d__Bacteria;p__18;c__124;o__763;f__1529;g__6720;s__13736,0,5,Yes,No,Yes,Yes
1423792.3.patric,Lactobacillus perolens DSM 12744,PATRIC,OTU-10242,,high,99.48,0.52,101,3309179,32764.2,292153,,,19,Yes,Yes,Yes,262546,Lactobacillus perolens,1423792.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens,d__Bacteria;p__01;c__014;o__053;f__0105;g__0448;s__10242,0,2,Yes,No,Yes,Yes
1423738.3.patric,Lactobacillus dextrinicus DSM 20335,PATRIC,OTU-10265,,high,99.35,2.09,26,1807288,69511.1,266713,,,19,Yes,Yes,Yes,277159,Lactobacillus dextrinicus,1423738.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_L;s__Lactobacillus_L dextrinicus,d__Bacteria;p__01;c__014;o__053;f__0105;g__0435;s__10265,0,2,Yes,No,Yes,Yes
1263073.3.patric,Dorea formicigenerans CAG:28,PATRIC,OTU-12265,,high,96.78,0.0,123,2654519,21581.5,50937,,,12,No,No,No,261610,Dorea formicigenerans,1263073.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,d__Bacteria;p__18;c__124;o__762;f__1517;g__6650;s__12265,20,7,Yes,No,Yes,Yes
1313.10254.patric,Streptococcus pneumoniae strain SMRU824,PATRIC,OTU-10455,,high,99.42,0.2,24,2117177,88215.7,163740,,,20,Yes,Yes,Yes,266143,Streptococcus pneumoniae,1313.10254,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10455,0,2,Yes,No,Yes,Yes
1384081.3.patric,Veillonella sp. DNF00869,PATRIC,OTU-14171,,high,99.28,0.0,27,1664293,61640.5,209396,,,18,No,Yes,Yes,257497,F0422 sp.,1384081.3,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp1,d__Bacteria;p__18;c__123;o__722;f__1409;g__5754;s__14171,1,2,Yes,No,Yes,Yes
40324.160.patric,Stenotrophomonas maltophilia strain SmF3,PATRIC,OTU-22933,,high,100.0,0.0,77,4595297,59679.2,121394,,,20,Yes,Yes,Yes,252805,Stenotrophomonas maltophilia,40324.160,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia,d__Bacteria;p__08;c__064;o__341;f__0635;g__2002;s__22933,1,144,Yes,No,Yes,Yes
1499683.3.patric,Clostridium sp. CL-6,PATRIC,OTU-11720,,high,98.46,1.55,17,4325182,254422.0,695847,,,20,Yes,Yes,Yes,265915,Clostridium sp.,1499683.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sp1,d__Bacteria;p__18;c__124;o__736;f__1442;g__5936;s__11720,1,2,Yes,No,Yes,Yes
1262739.3.patric,Bacteroides sp. CAG:443,PATRIC,OTU-04747,,high,97.99,0.19,106,3395230,32030.5,50850,,,19,No,No,No,257975,Bacteroides sp.,1262739.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__,d__Bacteria;p__21;c__101;o__592;f__1142;g__4351;s__04747,5,1,Yes,No,No,Yes
1393034.3.patric,Atopobium deltae strain DNF00019,PATRIC,OTU-04069,,high,100.0,0.0,36,1452105,40336.2,119993,,,20,Yes,Yes,Yes,278452,Atopobium deltae,1393034.3,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium deltae,d__Bacteria;p__23;c__115;o__659;f__1278;g__5348;s__04069,0,1,Yes,No,Yes,Yes
1628855.4.patric,bacteria symbiont BFo1 of Frankliniella occidentalis strain SwAb130,PATRIC,OTU-20420,,high,99.56,0.26,130,5172400,39787.7,141866,,,18,Yes,Yes,Yes,279253,Erwinia sp.,1628855.4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20420,0,4,Yes,No,Yes,Yes
1095767.3.patric,Cellulomonas sp. JC225,PATRIC,OTU-01861,,high,98.75,0.19,250,3245876,12983.5,25169,,,20,Yes,Yes,Yes,264562,Cellulomonas sp.,1095767.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas massiliensis,d__Bacteria;p__23;c__114;o__654;f__1261;g__5232;s__01861,0,1,Yes,No,Yes,Yes
883111.3.patric,Facklamia hominis CCUG 36813,PATRIC,OTU-09950,,high,100.0,0.0,13,1889090,145315.0,584781,,,20,Yes,Yes,Yes,257210,Facklamia hominis,883111.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__Facklamia hominis,d__Bacteria;p__01;c__014;o__053;f__0113;g__0525;s__09950,0,3,Yes,No,Yes,Yes
1121096.3.patric,Bacteroides gallinarum DSM 18171,PATRIC,OTU-04697,,high,98.88,0.84,105,4916921,46827.8,103823,,,19,Yes,Yes,Yes,250485,Bacteroides gallinarum,1121096.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides gallinarum,d__Bacteria;p__21;c__101;o__592;f__1142;g__4347;s__04697,3,2,Yes,No,Yes,Yes
648.78.patric,Aeromonas caviae strain 8LM,PATRIC,OTU-20075,,high,99.97,0.0,34,4477475,131690.0,369568,,,19,Yes,Yes,Yes,249326,Aeromonas caviae,648.78,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas caviae,d__Bacteria;p__08;c__064;o__363;f__0707;g__2488;s__20075,3,24,Yes,No,Yes,Yes
1121284.4.patric,Chryseobacterium bovis DSM 19482 strain DSM 19482,PATRIC,OTU-07018,,high,100.0,0.0,96,3346045,34854.6,81339,,,19,Yes,No,Yes,270992,Weeksellaceae sp.,1121284.4,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae,d__Bacteria;p__21;c__101;o__587;f__1128;g__4231;s__07018,0,1,Yes,No,Yes,Yes
633147.4.patric,Olsenella uli DSM 7084,PATRIC,OTU-04097,,high,99.19,0.0,1,2051896,2051900.0,2051896,,,20,Yes,Yes,Yes,216996,Olsenella uli,633147.4,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella uli,d__Bacteria;p__23;c__115;o__659;f__1278;g__5340;s__04097,0,3,Yes,No,Yes,Yes
69218.15.patric,Enterobacter cancerogenus strain C9,PATRIC,OTU-20398,,high,99.97,0.38,25,4871986,194879.0,430159,,,18,Yes,Yes,Yes,266063,Enterobacter cancerogenus,69218.15,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20398,0,1,Yes,No,Yes,Yes
29486.110.patric,Yersinia ruckeri strain QMA0440,PATRIC,OTU-20738,,high,100.0,0.0,1,3856634,3856630.0,3856634,,,20,Yes,Yes,Yes,247890,Yersinia ruckeri,29486.110,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia ruckeri,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20738,0,62,Yes,No,Yes,Yes
1582.46.patric,Lactobacillus casei strain N87,PATRIC,OTU-10150,,high,99.46,0.36,26,3001027,115424.0,737422,,,20,Yes,Yes,Yes,257153,Lactobacillus casei,1582.46,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C zeae,d__Bacteria;p__01;c__014;o__053;f__0105;g__0449;s__10150,0,7,Yes,No,Yes,Yes
1172203.3.patric,Clostridium tetani ATCC 9441,PATRIC,OTU-11700,,high,98.62,0.14,28,2800144,100005.0,1734923,,,19,No,No,No,257850,Clostridium tetani,1172203.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani,d__Bacteria;p__18;c__124;o__736;f__1442;g__5946;s__11700,0,16,Yes,No,Yes,Yes
1504822.3.patric,bacterium OL-1,PATRIC,OTU-04108,,high,99.6,0.0,16,2453577,153349.0,656199,,,20,Yes,Yes,Yes,229399,Olsenella sp.,1504822.3,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__,d__Bacteria;p__23;c__115;o__659;f__1278;g__5345;s__04108,11,2,Yes,No,Yes,Yes
1262992.3.patric,Firmicutes bacterium CAG:83,PATRIC,OTU-13102,,high,91.23,0.67,152,1866939,12282.5,24003,,,15,No,No,Yes,254078,Oscillospiraceae sp.,1262992.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,d__Bacteria;p__18;c__124;o__750;f__1481;g__6148;s__13102,197,1,Yes,No,No,Yes
1303.82.patric,Streptococcus oralis strain DD27,PATRIC,OTU-10422,,high,96.7,0.66,26,1956555,75252.1,1312991,,,18,Yes,Yes,Yes,263688,Streptococcus oralis,1303.82,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10422,0,1,Yes,No,Yes,Yes
585.16.patric,Proteus vulgaris strain CICC,PATRIC,OTU-20610,,high,100.0,0.0,42,4193878,99854.2,324769,,,19,Yes,Yes,Yes,261368,Proteus vulgaris,585.16,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__,d__Bacteria;p__08;c__064;o__363;f__0707;g__2445;s__20610,0,4,Yes,No,Yes,Yes
936140.3.patric,Lactobacillus farciminis KCTC 3681,PATRIC,OTU-10251,,high,99.78,1.7,35,2470630,70589.4,129086,,,19,Yes,Yes,Yes,264604,Lactobacillus farciminis,936140.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K farciminis,d__Bacteria;p__01;c__014;o__053;f__0105;g__0437;s__10251,0,4,Yes,No,Yes,Yes
1622.15.patric,Lactobacillus murinus strain EF-1,PATRIC,OTU-10133,,high,99.48,0.0,18,2308018,128223.0,309081,,,19,Yes,Yes,Yes,256551,Lactobacillus murinus,1622.15,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B murinus,d__Bacteria;p__01;c__014;o__053;f__0107;g__0459;s__10133,0,11,Yes,No,Yes,Yes
742766.3.patric,Dysgonomonas gadei ATCC BAA-286,PATRIC,OTU-05124,,high,100.0,0.55,65,5165995,79476.9,180982,,,20,Yes,Yes,Yes,273892,Dysgonomonas gadei,742766.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas gadei,d__Bacteria;p__21;c__101;o__592;f__1142;g__4411;s__05124,0,1,Yes,No,Yes,Yes
742733.3.patric,Clostridium citroniae WAL-17108,PATRIC,OTU-12209,,high,99.37,0.0,83,6624812,79817.0,189591,,,20,Yes,Yes,Yes,217126,Clostridium citroniae,742733.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M citroniae,d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12209,3,6,Yes,No,Yes,Yes
1216932.3.patric,Clostridium sp. M2/40,PATRIC,OTU-11686,,high,96.9,4.14,2,3617025,1808510.0,2917864,,,19,Yes,Yes,Yes,275720,Clostridium sp.,1216932.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AN;s__Clostridium_AN bornimense,d__Bacteria;p__18;c__124;o__736;f__1442;g__5930;s__11686,0,1,Yes,No,Yes,Yes
1439319.3.patric,Citrobacter sp. MGH 55,PATRIC,OTU-20370,,high,99.97,0.04,31,5148604,166084.0,546569,,,20,Yes,Yes,Yes,261617,Citrobacter amalonaticus,1439319.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A amalonaticus_A,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20370,2,22,Yes,No,Yes,Yes
1321814.3.patric,Eubacterium brachy ATCC 33089,PATRIC,OTU-13498,,high,96.1,0.0,27,1543725,57175.0,135974,,,19,Yes,Yes,Yes,277757,Eubacterium sp.,1321814.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_M;s__Eubacterium_M brachy,d__Bacteria;p__18;c__124;o__769;f__1547;g__6817;s__13498,0,1,Yes,No,Yes,Yes
712411.3.patric,Olsenella sp. oral taxon 807 strain F0089,PATRIC,OTU-04100,,high,100.0,1.41,1,3213585,3213580.0,3213585,,,20,Yes,Yes,Yes,268096,Olsenella sp.,712411.3,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_A;s__,d__Bacteria;p__23;c__115;o__659;f__1278;g__5341;s__04100,0,1,Yes,No,Yes,Yes
1262995.3.patric,Firmicutes bacterium CAG:646,PATRIC,OTU-12489,,high,95.85,1.27,91,2881161,31661.1,67734,,,14,No,No,No,213759,Ruminococcus sp.,1262995.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6661;s__12489,3,1,Yes,No,No,Yes
1263061.3.patric,Blautia hydrogenotrophica CAG:147,PATRIC,OTU-12041,,high,98.1,1.27,59,3359031,56932.7,115251,,,15,No,No,No,206718,Blautia hydrogenotrophica,1263061.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica,d__Bacteria;p__18;c__124;o__762;f__1517;g__6658;s__12041,3,3,Yes,No,Yes,Yes
1270.63.patric,Micrococcus luteus strain OG2,PATRIC,OTU-02379,,high,98.7,0.46,93,2410114,25915.2,137190,,,20,Yes,Yes,Yes,255993,Micrococcus luteus,1270.63,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,d__Bacteria;p__23;c__114;o__654;f__1272;g__5314;s__02379,0,34,Yes,No,Yes,Yes
797473.3.patric,Cardiobacterium valvarum F0432,PATRIC,OTU-19948,,high,97.51,0.0,198,2547857,12868.0,26546,,,20,Yes,Yes,Yes,266182,Cardiobacterium sp.,797473.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium valvarum,d__Bacteria;p__08;c__064;o__348;f__0669;g__2212;s__19948,0,1,Yes,No,Yes,Yes
679192.3.patric,Bulleidia extructa W1219,PATRIC,OTU-09841,,high,98.1,0.0,16,1419583,88723.9,205243,,,20,Yes,Yes,Yes,279082,Bulleidia extructa,679192.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia extructa,d__Bacteria;p__01;c__014;o__046;f__0081;g__0279;s__09841,0,1,Yes,No,Yes,Yes
545696.5.patric,Holdemania filiformis DSM 12042,PATRIC,OTU-09879,,high,97.14,0.95,35,3932923,112369.0,433161,,,20,Yes,Yes,Yes,260248,Holdemania filiformis,545696.5,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis,d__Bacteria;p__01;c__014;o__046;f__0081;g__0286;s__09879,5,1,Yes,No,Yes,Yes
